county_name,precinct_id,precinct_name,name,address
CHESAPEAKE CITY,0033,033 - WESTOVER,RIVERCREST CHRISTIAN FELLOWSHIP,1510 Campostella Rd
CHESAPEAKE CITY,0034,034 - HICKORY MIDDLE SCHOOL,HICKORY MIDDLE SCHOOL,1997 Hawk Blvd
CHESAPEAKE CITY,0035,035 - TAYLOR ROAD,PARK VIEW CHRISTIAN CHURCH,3201 Western Branch Blvd
CHESAPEAKE CITY,0036,036 - GREAT BRIDGE BAPTIST CHURCH,GREAT BRIDGE BAPTIST CHURCH,640 Battlefield Blvd S
CHESAPEAKE CITY,0037,037 - BRIDGETOWN,THE MOUNT-CATHEDRAL,215 Las Gaviotas Blvd.
CHESAPEAKE CITY,0038,038 - BAILEY CREEK,WESTERN BRANCH COMMUNITY CENTER,4437 Portsmouth Blvd.
CHESAPEAKE CITY,0039,039 - LAKE DRUMMOND,LAKE DRUMMOND MASONIC LODGE,509 George Washington Hwy N
CHESAPEAKE CITY,0040,040 - RIVER BIRCH,GREENBRIER INTERMEDIATE SCHOOL,1701 River Birch Run N
CHESAPEAKE CITY,0041,041 - JOHN T WEST,NEW LIGHT CHURCH,2418 Cedar Rd
CHESAPEAKE CITY,0042,042 - PARKWAYS,GREENBRIER PRESBYTERIAN CHURCH,1100 Greenbrier Pkwy
CHESAPEAKE CITY,0043,043 - PLEASANT CROSSING,GREAT BRIDGE UNITED METHODIST CHURCH,201 Stadium Dr
CHESAPEAKE CITY,0044,044 - NANSEMOND,JACKSON MEMORIAL BAPTIST CHURCH,4316 Bruce Rd
CHESAPEAKE CITY,0045,045 - SUNRAY II,ST MARYS CATHOLIC CHURCH,540 Homestead Rd
CHESAPEAKE CITY,0046,046 - BELLS MILL II,KINGDOM LIFE MINISTRIES,1280 Bells Mill Rd
CHESAPEAKE CITY,0047,047 - GREEN SEA,MOUNT LEBANON MISSIONARY BAPTIST CHURCH,884 Bells Mill Rd
CHESAPEAKE CITY,0048,048 - JOLLIFF MIDDLE SCHOOL,JOLLIFF MIDDLE SCHOOL,1021 Jolliff Rd
CHESAPEAKE CITY,0049,049 - WATERWAY,GREENBRIER MIDDLE SCHOOL,1016 Greenbrier Pkwy
CHESAPEAKE CITY,0050,050 - RIVER WALK,RIVER CREST COMMUNITY CENTER,1001 River Walk Pkwy
CHESAPEAKE CITY,0051,051 - COOPERS WAY,THE BRIDGE CHRISTIAN FELLOWSHIP,1116 Hillwell Rd
CHESAPEAKE CITY,0052,052 - SHIPYARD ROAD,GRASSFIELD BAPTIST CHURCH,1772 Cedar Road
CHESAPEAKE CITY,0053,053 - FAIRWAYS,FIRST NORFOLK CHURCH,1516 Volvo Parkway
CHESAPEAKE CITY,0054,054 - PUGHSVILLE,TAYLOR BEND YMCA,4626 Taylor Rd
CHESAPEAKE CITY,0055,055 - GEORGETOWN EAST,INDIAN RIVER LIBRARY,2320 Old Greenbrier Rd
CHESAPEAKE CITY,0056,056 - GREEN TREE,HARVEST ASSEMBLY OF GOD,525 Kempsville Rd
CHESAPEAKE CITY,0057,057 - CYPRESS,UNITY RENAISSANCE CHURCH,1120 N. Eden Way
CHESAPEAKE CITY,0058,058 - EXPRESSWAY,MOUNT OLIVE BAPTIST CHURCH,662 Fernwood Farms Road
CHESAPEAKE CITY,0059,059 - CLEARFIELD,GRACE COMMUNITY CHURCH,872 Clearfield Ave
CHESAPEAKE CITY,0060,060 - PARKER ROAD,GREAT BRIDGE COMMUNITY CENTER,212 Holt Dr
CHESAPEAKE CITY,0061,061 - CENTERVILLE,CENTERVILLE BAPTIST CHURCH,"908 Centerville Turnpike, South"
CHESAPEAKE CITY,0062,062 - FENTRESS,CENTERVILLE AME CHURCH,1116 Fentress Rd
CHESAPEAKE CITY,0063,063 - POPLAR BRANCH,GREAT BRIDGE MIDDLE SCHOOL,441 S. Battlefield Blvd.
COLONIAL HEIGHTS CITY,0001,001 - FIRST,COMMUNITY BUILDING,157 Roanoke Ave
COLONIAL HEIGHTS CITY,0002,002 - SECOND,COL HEIGHTS MIDDLE SCHOOL,500 Conduit Rd
COLONIAL HEIGHTS CITY,0003,003 - THIRD,LAKEVIEW ELEMENTARY SCHOOL,401 Taswell Ave
COLONIAL HEIGHTS CITY,0004,004 - FOURTH,CHHS TECHNICAL CENTER,3451 Conduit Rd
COLONIAL HEIGHTS CITY,0005,005 - FIFTH,TUSSING ELEMENTARY SCHOOL,5501 Conduit Rd
COVINGTON CITY,0101,101 - PRECINCT 1-1,FIREHOUSE NO 1,425 W Hawthorne St
COVINGTON CITY,0201,201 - PRECINCT 2-1,Jeter Watson Center,515 E Pine St
COVINGTON CITY,0301,301 - PRECINCT 3-1,SCHOOL BOARD ADM BLDG CONF RM,340 E Walnut St
COVINGTON CITY,0401,401 - PRECINCT 4-1,OLD NATIONAL GUARD ARMORY BLDG,520 W Oak St
COVINGTON CITY,0501,501 - PRECINCT 5-1,FIREHOUSE NO 2,820 W Edgemont Dr
DANVILLE CITY,0001,001 - WARD ONE,POLICE OFFICE DOYLE THOMAS PK,827 Green St
DANVILLE CITY,0002,002 - WARD TWO,SWANSON STUDIO BEHIND MUSEUM,975 Main St
DANVILLE CITY,0003,003 - WARD THREE,LANGSTON FOCUS SCHOOL,228 Cleveland St
DANVILLE CITY,0004,004 - WARD FOUR,BALLOU PARK RECREATION CENTER,760 W Main St
DANVILLE CITY,0006,006 - WARD SIX,STONEWALL RECREATION CENTER,119 Bradley Rd
DANVILLE CITY,0007,007 - WARD SEVEN,SALVATION ARMY BUILDING,123 Henry St
DANVILLE CITY,0008,008 - WARD EIGHT,JOHNSON SCHOOL,680 Arnett Blvd
DANVILLE CITY,0009,009 - WARD NINE,GLENWOOD RECREATION CENTER,1550 Halifax Rd
DANVILLE CITY,0010,010 - WARD TEN,WOODBERRY HILLS SCHOOL,614 Audubon Dr
DANVILLE CITY,0011,011 - WARD ELEVEN,O. T. BONNER SCHOOL,300 Apollo Ave
DANVILLE CITY,0012,012 - WARD TWELVE,AMERICAN LEGION POST 325,135 American Legion Blvd
DANVILLE CITY,0013,013 - WARD THIRTEEN,GROVE PARK SCHOOL,1070 S Main St
DANVILLE CITY,0014,014 - WARD FOURTEEN,E A GIBSON SCHOOL,1215 Industrial Ave
DANVILLE CITY,0015,015 - WARD FIFTEEN,SCHOOLFIELD ELEMENTARY SCHOOL,1400 West Main St
DANVILLE CITY,0016,016 - WARD SIXTEEN,PARK AVENUE ELEMENTARY SCHOOL,661 Park Ave
DANVILLE CITY,0017,017 - WARD SEVENTEEN,COATES RECREATION CENTER,1725 Westover Dr
EMPORIA CITY,0101,101 - PRECINCT 1-1,GREENSVILLE RESCUE SQUAD,513 S Main St
EMPORIA CITY,0201,201 - PRECINCT 2-1,ROYAL BAPTIST CH ASSEMBLY HALL,106 W Atlantic St
EMPORIA CITY,0301,301 - PRECINCT 3-1,EMPORIA MUNICIPAL BUILDING,201 S Main St
EMPORIA CITY,0401,401 - PRECINCT 4-1,GREENSVILLE CO HS BAND ROOM,309 Harding St
EMPORIA CITY,0501,501 - PRECINCT 5-1,Emporia Volunteer Fire Department,201 Halifax St.
EMPORIA CITY,0601,601 - DISTRICT 6,GREENSVILLE CO HS BAND ROOM ,309 Harding St
EMPORIA CITY,0701,701 - DISTRICT 7,EMPORIA VOLUNTEER FIRE DEPT,209 Halifax St
FAIRFAX CITY,0001,001 - ONE,FAIRFAX PRESBYTERIAN CHURCH,10723 Main St
FAIRFAX CITY,0002,002 - TWO,STACY C. SHERWOOD COMMUNITY CENTER,3740 Old Lee Hwy
FAIRFAX CITY,0003,003 - THREE,DANIELS RUN SCHOOL,3705 Old Lee Hwy
FAIRFAX CITY,0004,004 - FOUR,FAIRFAX CITY HALL,10455 Armstrong St
FAIRFAX CITY,0005,005 - FIVE,FAIRFAX HIGH SCHOOL,3501 Rebel Run
FAIRFAX CITY,0006,006 - SIX,CHRIST LUTHERAN CHURCH,3810 Meredith Dr
FALLS CHURCH CITY,0001,001 - FIRST WARD,THOMAS JEFFERSON SCHOOL,601 S Oak St
FALLS CHURCH CITY,0002,002 - SECOND WARD,FALLS GREEN,501 Roosevelt Blvd
FALLS CHURCH CITY,0003,003 - THIRD WARD,COMMUNITY CENTER,223 Little Falls Street
FRANKLIN CITY,0101,101 - PRECINCT 1-1,J L CAMP JR YMCA,300 Crescent Dr
FRANKLIN CITY,0201,201 - PRECINCT 2-1,RUTH CAMP CAMPBELL MEMORIAL LIBRARY,280 N COLLEGE DRIVE
FRANKLIN CITY,0301,301 - PRECINCT 3-1,AMERICAN LEGION BUILDING,935 ARMORY DR
FRANKLIN CITY,0401,401 - PRECINCT 4-1,SPORTSMAN ASSOCIATION INC BLDG,1431 South St
FRANKLIN CITY,0501,501 - PRECINCT 5-1,MARTIN LUTHER KING JR CENTER,683 Oak St
FRANKLIN CITY,0601,601 - PRECINCT 6-1,ST JUDE'S CATHOLIC CHURCH,1014 CLAY STREET
FREDERICKSBURG CITY,0101,101 - PRECINCT 1 - DISTRICT ONE,HUGH MERCER ELEMENTARY SCHOOL,2100 COWAN BOULVARD
FREDERICKSBURG CITY,0201,201 - PRECINCT 1 - DISTRICT TWO,DOROTHY HART COMMUNITY CENTER,408 CANAL STREET
FREDERICKSBURG CITY,0301,301 - PRECINCT 1 - DISTRICT THREE,Walker-Grant Middle School,1 Learning Lane
FREDERICKSBURG CITY,0401,401 - PRECINCT 1 - DISTRICT FOUR,NEW CITY FELLOWSHIP CHURCH,200 PRINCE EDWARD STREET
FREDERICKSBURG CITY,0402,402 - PRECINCT 2 - DISTRICT FOUR,VFW POST 3103,2701 PRINCESS ANNE STREET
GALAX CITY,0001,001 - EAST,GALAX MUNICIPAL GOLF COURSE,107 COUNTRY CLUB LANE
GALAX CITY,0002,002 - NORTH,GALAX PUBLIC LIBRARY MTG ROOM,610 W Stuart Dr
GALAX CITY,0003,003 - SOUTH,GALAX RECREATION CENTER,601 South Main Street
HAMPTON CITY,0101,101 - ABERDEEN,ABERDEEN ELEM SCHOOL,1424 Aberdeen Rd
HAMPTON CITY,0102,102 - BASSETTE,BASSETTE ELEM SCHOOL,671 Bell St
HAMPTON CITY,0103,103 - CITY HALL,CITY HALL,22 Lincoln St
HAMPTON CITY,0104,104 - COOPER,COOPER ELEM SCHOOL,200 Marcella Rd
HAMPTON CITY,0105,105 - EAST HAMPTON,Phoebus High School,100 Ireland Street
HAMPTON CITY,0106,106 - ARMSTRONG,ARMSTRONG ELEM SCHOOL,3401 Matoaka Rd
HAMPTON CITY,0107,107 - LINDSAY,WEST HAMPTON COMMUNITY CENTER,1638 Briarfield Rd
HAMPTON CITY,0108,108 - THOMAS,Y  H THOMAS REC CENTER,1300 Thomas St
HAMPTON CITY,0109,109 - PHENIX,NEIGHBORHOOD RESOURCE CENTER,2315 Victoria Blvd
HAMPTON CITY,0110,110 - PHOEBUS,PHOEBUS LIBRARY,1 S Mallory St
HAMPTON CITY,0111,111 - HAMPTON LIBRARY,HAMPTON PUBLIC LIBRARY,4207 Victoria Blvd
HAMPTON CITY,0112,112 - SMITH,SMITH ELEM SCHOOL,379 Woodland Rd
HAMPTON CITY,0115,115 - WYTHE,SENIOR CITIZENS CENTER,3501 Kecoughtan Rd
HAMPTON CITY,0116,116 - JONES,JONES MAGNET SCHOOL,1819 Nickerson Blvd
HAMPTON CITY,0117,117 - KECOUGHTAN,KECOUGHTAN HIGH SCHOOL,522 Woodland Rd
HAMPTON CITY,0118,118 - MALLORY,MALLORY ELEM SCHOOL,331 Big Bethel Rd
HAMPTON CITY,0201,201 - BOOKER,BOOKER ELEM SCHOOL,160 Apollo Dr
HAMPTON CITY,0202,202 - BRYAN,JANE BRYAN ELEM SCHOOL,1021 N Mallory St
HAMPTON CITY,0203,203 - BURBANK,PAUL BURBANK ELEM SCHOOL,40 Tide Mill Ln
HAMPTON CITY,0204,204 - FORREST,FORREST ELEM SCHOOL,1406 Todds Ln
HAMPTON CITY,0205,205 - ASBURY,FRANCIS ASBURY ELEM SCHOOL,140 Beach Rd
HAMPTON CITY,0208,208 - KRAFT,KRAFT ELEM SCHOOL,600 Concord Dr
HAMPTON CITY,0209,209 - LANGLEY,LANGLEY ELEM SCHOOL,16 Rockwell Rd
HAMPTON CITY,0210,210 - MACHEN,MACHEN ELEM SCHOOL,20 Sacramento Dr
HAMPTON CITY,0212,212 - BETHEL,BETHEL HIGH SCHOOL,1067 Big Bethel Rd
HAMPTON CITY,0213,213 - PHILLIPS,PHILLIPS ELEM SCHOOL,703 Lemaster Ave
HAMPTON CITY,0214,214 - TUCKER CAPPS,TUCKER CAPPS ELEM SCHOOL,113 Wellington Dr
HAMPTON CITY,0215,215 - TYLER,JOHN TYLER ELEM SCHOOL,57 Salina St
HAMPTON CITY,0216,216 - SANDY BOTTOM,SANDY BOTTOM NATURE PARK,1255 Big Bethel Rd
HAMPTON CITY,0217,217 - SYMS,SYMS MIDDLE SCHOOL,170 Fox Hill Rd
HARRISONBURG CITY,0101,101 - NORTHEAST,LUCY F SIMMS CENTER,620 SIMMS CENTER
HARRISONBURG CITY,0102,102 - EAST CENTRAL,SPOTSWOOD ELEMENTARY SCHOOL,400 MOUNTAIN VIEW DRIVE
HARRISONBURG CITY,0103,103 - SOUTHEAST,STONE SPRING ELEMENTARY SCHOOL,1575 PEACH GROVE AVE
HARRISONBURG CITY,0104,104 - EAST,SMITHLAND ELEMENTARY SCHOOL,474 LINDA LANE
HARRISONBURG CITY,105,105 - South East Central,CONVOCATION CENTER,895 University Blvd
HARRISONBURG CITY,0201,201 - NORTHWEST,WATERMAN ELEMENTARY SCHOOL,451 CHICAGO AVE
HARRISONBURG CITY,0202,202 - SOUTHWEST,KEISTER ELEMENTARY SCHOOL,100 MARYLAND AVE
HARRISONBURG CITY,0203,203 -  WEST,THOMAS HARRISON MIDDLE SCHOOL,1311 WEST MARKET ST
HOPEWELL CITY,0101,101 - WARD ONE,SCHOOL BOARD OFFICE,103 N 12th Ave
HOPEWELL CITY,0201,201 - WARD TWO,CARTER G WOODSON SCHOOL,1000 Winston Churchill Dr
HOPEWELL CITY,0301,301 - WARD THREE,DUPONT SCHOOL,300 S 18th Ave
HOPEWELL CITY,0401,401 - WARD FOUR,HOPEWELL HIGH SCHOOL,400 S Mesa Dr
HOPEWELL CITY,0501,501 - WARD FIVE,PATRICK COPELAND SCHOOL,400 Westhill Rd
HOPEWELL CITY,0601,601 - WARD SIX,HARRY E JAMES SCHOOL,1807 Arlington Rd
HOPEWELL CITY,0701,701 - WARD SEVEN,WOODLAWN SCHOOL,1100 Dinwiddie Ave
LEXINGTON CITY,0001,001 - LEXINGTON,Piovano Building,350 Spotswood Drive
LYNCHBURG CITY,0101,101 - FIRST WARD FIRST PRECINCT,MOOSE LODGE #715,2307 Lakeside Dr
LYNCHBURG CITY,0102,102 - FIRST WARD SECOND PRECINCT,BEDFORD HILLS SCHOOL,4330 Morningside Dr
LYNCHBURG CITY,0103,103 - FIRST WARD THIRD PRECINCT,FIRST PRESBYTERIAN CHURCH,1215 V E S Rd
LYNCHBURG CITY,0104,104 - FIRST WARD FOURTH PRECINCT,RIVERMONT PRESBYTERIAN CHURCH,2424 Rivermont Ave
LYNCHBURG CITY,0105,105 - FIRST WARD FIFTH PRECINCT,FIRST CHRISTIAN CHURCH,3109 Rivermont Ave
LYNCHBURG CITY,0201,201 - SECOND WARD FIRST PRECINCT,ST PAULS EPISCOPAL CHURCH,605 Clay St
LYNCHBURG CITY,0202,202 - SECOND WARD SECOND PRECINCT,ROBERT S PAYNE SCHOOL,1201 Floyd St
LYNCHBURG CITY,0203,203 - SECOND WARD THIRD PRECINCT,JUBILEE FAMILY CTR,1512 Florida Ave
LYNCHBURG CITY,0204,204 - SECOND WARD FOURTH PRECINCT,FAIRVIEW CHRISTIAN CHURCH,2701 Campbell Ave
LYNCHBURG CITY,0301,301 - THIRD WARD FIRST PRECINCT,LYNCHBURG PUBLIC LIBRARY,2315 Memorial Ave
LYNCHBURG CITY,0302,302 - THIRD WARD SECOND PRECINCT,VINES CENTER,1971 UNIVERSITY BLVD
LYNCHBURG CITY,0303,303 - THIRD WARD THIRD PRECINCT,SHEFFIELD ELEMENTARY SCHOOL,115 Kenwood Pl
LYNCHBURG CITY,0304,304 - THIRD WARD FOURTH PRECINCT,FIRST CHURCH OF THE NAZARENE,1737 Wards Ferry Rd
LYNCHBURG CITY,0305,305 - THIRD WARD FIFTH PRECINCT,HERITAGE METHODIST CHURCH,582 Leesville Rd
LYNCHBURG CITY,0401,401 - FOURTH WARD FIRST PRECINCT,CORNERSTONE COMMUNITY CHURCH,525 Old Graves Mill Rd
LYNCHBURG CITY,0402,402 - FOURTH WARD SECOND PRECINCT,SANDUSKY MIDDLE SCHOOL,805 Chinook Pl
LYNCHBURG CITY,0403,403 - FOURTH WARD THIRD PRECINCT,Perrymont Fellowship Hall,114 Perrymont Avenue
LYNCHBURG CITY,0404,404 - FOURTH WARD FOURTH PRECINCT,LINKHORNE MIDDLE SCHOOL,2525 Linkhorne Dr
MANASSAS CITY,0001,001 - DEAN,DEAN ELEMENTARY SCHOOL,9601 Prince William St
MANASSAS CITY,0002,002 - WEEMS,WEEMS ELEMENTARY SCHOOL,8750 Weems Rd
MANASSAS CITY,0003,003 - METZ,METZ MIDDLE SCHOOL,9950 Wellington Rd
MANASSAS CITY,0004,004 - HAYDON,HAYDON ELEMENTARY,9075 Park Ave
MANASSAS CITY,0005,005 - BALDWIN,BALDWIN ELEMENTARY SCHOOL,1978 Eagle Way
MANASSAS CITY,0006,006 - ROUND,GEORGE C. ROUND ELEMENTRY SCHOOL,10100 Hastings Drive
MANASSAS PARK CITY,0001,001 - PRECINCT ONE,MANASSAS PARK HIGH SCHOOL,8200 Euclid Ave
MANASSAS PARK CITY,0002,002 - PRECINCT TWO,MANASSAS PARK COMMUNITY CENTER,99 Adams St
MANASSAS PARK CITY,0003,003 - PRECINCT THREE,Manassas Park City Hall,One Park Center Court
MARTINSVILLE CITY,0001,001 - PRECINCT #1,MARTINSVILLE CITY HOUSING OFFICE,605 FOURTH STREET
MARTINSVILLE CITY,0002,002 - PRECINCT #2,MARTINSVILLE MIDDLE SCHOOL,30 Cleveland Ave
MARTINSVILLE CITY,0003,003 - PRECINCT #3,VA MUSEUM OF NATURAL HISTORY,21 Starling Avenue
MARTINSVILLE CITY,0004,004 - PRECINCT #4,MARTINSVILLE HIGH SCHOOL,351 Commonwealth Blvd E
MARTINSVILLE CITY,0005,005 - PRECINCT #5,MARTINSVILLE CITY SCHOOLS ADM OFFICES,746 Indian Trl
MARTINSVILLE CITY,0006,006 - PRECINCT #6,ALBERT HARRIS SCHOOL,710 Smith St
NEWPORT NEWS CITY,0101,101 - DENBIGH,COURTHOUSE WAY COMMUNITY CTR.,14302 old Courthouse Way
NEWPORT NEWS CITY,0102,102 - EPES,HORACE H EPES ELEM SCHOOL,855 Lucas Creek Rd
NEWPORT NEWS CITY,0103,103 - JENKINS,JENKINS ELEM SCHOOL,80 Menchville Rd
NEWPORT NEWS CITY,0104,104 - MCINTOSH,GEORGE J MCINTOSH ELEM SCHOOL,185 Richneck Rd
NEWPORT NEWS CITY,0105,105 - OYSTER POINT,YATES ELEM SCHOOL,73 Maxwell Ln
NEWPORT NEWS CITY,0106,106 - RESERVOIR,DENBIGH EARLY CHILDHOOD CTR,15638 Warwick Blvd
NEWPORT NEWS CITY,0107,107 - RICHNECK,RICHNECK ELEM SCHOOL,205 Tyner Dr
NEWPORT NEWS CITY,0108,108 - LEE HALL,LEE HALL ELEM SCHOOL,17346 Warwick Blvd
NEWPORT NEWS CITY,0109,109 - WINDSOR,STEVENS MEMORIAL BAPTIST CHURCH,224 Richneck Rd
NEWPORT NEWS CITY,0110,110 - GREENWOOD,GREENWOOD ELEM SCHOOL,13460 Woodside Ln
NEWPORT NEWS CITY,0201,201 - BLAND,GEORGE J MCINTOSH ELEM SCHOOL,185 Richneck Rd
NEWPORT NEWS CITY,0202,202 - BOULEVARD,KNIGHTS OF COLUMBUS,12742 Nettles Dr
NEWPORT NEWS CITY,0203,203 - CHARLES,B C CHARLES ELEMENTARY SCHOOL,701 Menchville Rd
NEWPORT NEWS CITY,0204,204 - WELLESLEY,The Hidenwood Retirement Community,50 Wellesley Dr
NEWPORT NEWS CITY,0205,205 - DEEP CREEK,MOOSE LODGE,1711 Warwick Moose Ln
NEWPORT NEWS CITY,0208,208 - HIDENWOOD,HIDENWOOD ELEM SCHOOL,501 Blount Point Rd
NEWPORT NEWS CITY,0209,209 - HILTON,MAIN STREET LIBRARY,110 Main St
NEWPORT NEWS CITY,0210,210 - NELSON,R O  NELSON ELEM SCHOOL,826 Moyer Rd
NEWPORT NEWS CITY,0211,211 - PALMER,LUTRELLE F PALMER ELEM SCHOOL,100 Palmer Ln
NEWPORT NEWS CITY,0212,212 - RIVERSIDE,RIVERSIDE ELEM SCHOOL,1100 Country Club Rd
NEWPORT NEWS CITY,0213,213 - SANFORD,SANFORD ELEM SCHOOL,480 Colony Rd
NEWPORT NEWS CITY,0215,215 - WARWICK,WARWICK RECREATION CENTER,29 Copeland Ln
NEWPORT NEWS CITY,0216,216 - YATES,YATES ELEM SCHOOL,73 Maxwell Ln
NEWPORT NEWS CITY,0217,217 - RIVERVIEW,RIVERVIEW GYMNASTIC CENTER,125 CITY FARM RD
NEWPORT NEWS CITY,0218,218 - KILN CREEK,KILN CREEK ELEM SCHOOL,1501 Kiln Creek Pkwy
NEWPORT NEWS CITY,0219,219 - DEER PARK,DEER PARK ELEM SCHOOL,11541 Jefferson Ave
NEWPORT NEWS CITY,0302,302 - BRIARFIELD,AN ACHIEVABLE DREAM MIDDLE & HIGH SCH,5720 Marshall Ave
NEWPORT NEWS CITY,0303,303 - CARVER,CARVER ELEM SCHOOL,6160 Jefferson Ave
NEWPORT NEWS CITY,0304,304 - CHESTNUT,DOCHIKI CLUB,2705 Chestnut Ave
NEWPORT NEWS CITY,0305,305 - DOWNTOWN,CITY COUNCIL CHAMBERS LOBBY,2400 Washington AVE
NEWPORT NEWS CITY,0306,306 - DUNBAR,AN ACHIEVABLE DREAM ACADEMY,726 16th St
NEWPORT NEWS CITY,0307,307 - HUNTINGTON,DORIS MILLER CENTER,2814 Wickham Ave
NEWPORT NEWS CITY,0308,308 - JEFFERSON,MARSHALL COURTS RECREATION CTR,3301 Marshall Ave
NEWPORT NEWS CITY,0309,309 - MAGRUDER,DISCOVERY STEM ACADEMY,1712 Chestnut Ave
NEWPORT NEWS CITY,0310,310 - MARSHALL,JOHN MARSHALL ELEM SCHOOL,743 24th St
NEWPORT NEWS CITY,0311,311 - NEWMARKET,AMERICAN LEGION POST 25,7609 Marshall Ave
NEWPORT NEWS CITY,0312,312 - NEWSOME PARK,NEWSOME PARK ELEM SCHOOL,4200 Marshall Ave
NEWPORT NEWS CITY,0313,313 - REED,DOWNING-GROSS CULTURAL CENTER,2410 Wickham Ave
NEWPORT NEWS CITY,0314,314 - RIVER,VIRGINIA WAR MUSEUM,9285 Warwick Blvd
NEWPORT NEWS CITY,0315,315 - SEDGEFIELD,SEDGEFIELD ELEM SCHOOL,804 Main St
NEWPORT NEWS CITY,0316,316 - SOUTH MORRISON,South Morrison Adult Learning Ctr,746 Adams Dr
NEWPORT NEWS CITY,0317,317 - WASHINGTON,BOOKER T. WASHINGTON MID. SCHOOL,3700 Chestnut Ave.
NEWPORT NEWS CITY,0318,318 - WILSON,PANDORA LODGE #2,239 Buxton Ave
NEWPORT NEWS CITY,0319,319 - SAUNDERS,SAUNDERS ELEM SCHOOL,853 Harpersville Rd
NEWPORT NEWS CITY,0320,320 - WATKINS,WATKINS EARLY CHILDHOOD CTR,21 Burns Dr
NORFOLK CITY,0101,101 - GRANBY,GRANBY ELEMENTARY SCHOOL,7101 Newport Ave
NORFOLK CITY,0102,102 - OCEAN VIEW SCHOOL,OCEAN VIEW SCHOOL,350 W. GOVERNMENT AVENUE
NORFOLK CITY,0103,103 - NORTHSIDE,THERAPEUTIC RECREATION CENTER,180 E Evans St
NORFOLK CITY,0106,106 - SECOND PRESBYTERIAN,Second Presbyterian Church,7305 Hampton Boulevard
NORFOLK CITY,0201,201 - LARCHMONT SCHOOL,LARCHMONT ELEMENTARY SCHOOL,1145 Bolling Avenue
NORFOLK CITY,0203,203 - GHENT SQUARE,GHENT SQUARE COMMUNITY CENTER,852 Mowbray Arch
NORFOLK CITY,0208,208 - LARCHMONT LIBRARY,LARCHMONT BRANCH LIBRARY,6525 Hampton Blvd
NORFOLK CITY,0210,210 - MAURY,MAURY HIGH SCHOOL,322 Shirley Ave
NORFOLK CITY,0211,211 - CHRYSLER MUSEUM,CHRYSLER MUSEUM,One Memorial Place
NORFOLK CITY,0213,213 - TAYLOR ELEMENTARY SCHOOL,WH TAYLOR ELEMENTARY SCHOOL,1122 W Princess Anne Rd
NORFOLK CITY,0214,214 - STUART,VIRGINIA ZOO,3500 Granby Street
NORFOLK CITY,0215,215 - SUBURBAN PARK,SUBURBAN PARK ELEM SCHOOL,310 Thole St
NORFOLK CITY,0218,218 - WILLARD,WILLARD MODEL SCHOOL/LAKEWOOD,1511 Willow Wood Dr
NORFOLK CITY,0501,501 - BAYVIEW,BAYVIEW RECREATION CENTER,8613 Willow Terrace
NORFOLK CITY,0503,503 - EAST OCEAN VIEW,EAST OCEAN VIEW REC CENTER,9520 E. 20th Bay St
NORFOLK CITY,0504,504 - LARRYMORE,LARRYMORE ELEMENTARY SCHOOL,7600 Halprin Dr
NORFOLK CITY,0505,505 - LITTLE CREEK,LITTLE CREEK ELEMENTARY SCHOOL,7900 Tarpon Pl
NORFOLK CITY,0506,506 - OCEAN VIEW CENTER,OCEAN VIEW GOLF COURSE,9610 Norfolk Avenue
NORFOLK CITY,0507,507 - PRETLOW,MARY D PRETLOW LIBRARY,111 W OCEAN VIEW AVENUE
NORFOLK CITY,0509,509 - TARRALLTON,TARRALLTON RECREATION CENTER,2100 Tarrallton Dr
NORFOLK CITY,0510,510 - THIRD PRESBYTERIAN,THIRD PRESBYTERIAN CHURCH,8065 Carlton St
NORFOLK CITY,0511,511 - CROSSROADS,CROSSROADS COMMUNITY CENTER,8019 Old Ocean View Road
NORFOLK CITY,0512,512 - AZALEA GARDENS,AZALEA GARDENS MIDDLE SCHOOL,7721 Azalea Garden Rd
NORFOLK CITY,0104,104 - TITUSTOWN ,TITUSTOWN RECREATION CENTER,7545 Diven St
NORFOLK CITY,0207,207 - LAMBERT'S POINT,LAMBERT'S POINT COMMUNITY CENTER,1251 W. 42ND STREET
NORFOLK CITY,0212,212 - PARK PLACE,PARK PLACE MULTI-PURPOSE CTR,606 W 29th St
NORFOLK CITY,0217,217 - WESLEY,WESLEY GRACE UNITED METHODIST CHURCH,288 E Little Creek Rd
NORFOLK CITY,0301,301 - BALLENTINE,KROC CENTER,1401 Ballentine Boulevard
NORFOLK CITY,0302,302 - TANNERS CREEK,TANNERS CRK ELEMENTARY SCHOOL,1335 Longdale Dr
NORFOLK CITY,0303,303 - BROAD CREEK,Richard Bowling Elementary,2700 E. Princess Anne Rd
NORFOLK CITY,0304,304 - COLEMAN PLACE SCHOOL,COLEMAN PLACE ELEMENTARY SCHOOL,2445 PALMYRA STREET
NORFOLK CITY,0305,305 - LAFAYETTE-WINONA,ACADEMY FOR DISCOVERY,1701 Alsace Avenue
NORFOLK CITY,0306,306 - LINDENWOOD,LINDENWOOD ELEMENTARY SCHOOL,2700 Ludlow St
NORFOLK CITY,0309,309 - NORVIEW,NORVIEW MIDDLE SCHOOL,6325 Sewells Point Rd
NORFOLK CITY,0310,310 - ROSEMONT,ROSEMONT MIDDLE SCHOOL,1330 Branch Rd
