"County","County Number","Legislative District","Precinct Number","Polling Location","Address","City","State","Zip Code","Polling Hours","County Auditor Phone"
"Richland","39","26","37","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","37","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","37","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","38","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","38","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","38","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","38","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","45","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","45","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","45","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","45","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","47","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","47","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","47","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","47","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","48","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","48","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","48","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","48","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Rolette","40","09","01","Rolla City Hall","14 1st ST SE","Rolla","ND","58367"," 8:00AM-7:00PM CT","(701) 477-5665"
"Rolette","40","09","02","Rolla City Hall","14 1st ST SE","Rolla","ND","58367"," 8:00AM-7:00PM CT","(701) 477-5665"
"Rolette","40","09","03","Rolla City Hall","14 1st ST SE","Rolla","ND","58367"," 8:00AM-7:00PM CT","(701) 477-5665"
"Rolette","40","09","04","Rolla City Hall","14 1st ST SE","Rolla","ND","58367"," 8:00AM-7:00PM CT","(701) 477-5665"
"Rolette","40","09","05","Rolla City Hall","14 1st ST SE","Rolla","ND","58367"," 8:00AM-7:00PM CT","(701) 477-5665"
"Sargent","41","26","01","Forman City Hall","349 Main St S","Forman","ND","58032"," 8:00AM-7:00PM","(701) 724-6241 Ext. 101"
"Sargent","41","26","02","Forman City Hall","349 Main St S","Forman","ND","58032"," 8:00AM-7:00PM","(701) 724-6241 Ext. 101"
"Sargent","41","26","03","Forman City Hall","349 Main St S","Forman","ND","58032"," 8:00AM-7:00PM","(701) 724-6241 Ext. 101"
"Sargent","41","26","04","Forman City Hall","349 Main St S","Forman","ND","58032"," 8:00AM-7:00PM","(701) 724-6241 Ext. 101"
"Sargent","41","26","05","Forman City Hall","349 Main St S","Forman","ND","58032"," 8:00AM-7:00PM","(701) 724-6241 Ext. 101"
"Sheridan","42","14","01","McClusky City Hall","117 B Ave East","McClusky","ND","58463"," 8:00AM-7:00PM","(701) 363-2205"
"Sioux","43","31","01","Sioux County Courthouse","303 2nd Ave","Fort Yates ","ND","58538"," 9:00AM-7:00PM","(701) 854-3481 Ext. "
"Sioux","43","31","02","Sioux County Courthouse","303 2nd Ave","Fort Yates ","ND","58538"," 9:00AM-7:00PM","(701) 854-3481 Ext. "
"Sioux","43","31","03","Sioux County Courthouse","303 2nd Ave","Fort Yates ","ND","58538"," 9:00AM-7:00PM","(701) 854-3481 Ext. "
"Sioux","43","31","04","Sioux County Courthouse","303 2nd Ave","Fort Yates ","ND","58538"," 9:00AM-7:00PM","(701) 854-3481 Ext. "
"Sioux","43","31","05","Sioux County Courthouse","303 2nd Ave","Fort Yates ","ND","58538"," 9:00AM-7:00PM","(701) 854-3481 Ext. "
"Sioux","43","31","06","Sioux County Courthouse","303 2nd Ave","Fort Yates ","ND","58538"," 9:00AM-7:00PM","(701) 854-3481 Ext. "
"Slope","44","39","01","Pierce Congregational Church","13001 73rd St SW","Scranton","ND","58653"," 9:00AM-7:00PM","(701) 879-6276"
"Slope","44","39","01","Slope County Courthouse","206 S Main St","Amidon","ND","58620"," 9:00AM-7:00PM","(701) 879-6276"
"Slope","44","39","02","Pierce Congregational Church","13001 73rd St SW","Scranton","ND","58653"," 9:00AM-7:00PM","(701) 879-6276"
"Slope","44","39","02","Slope County Courthouse","206 S Main St","Amidon","ND","58620"," 9:00AM-7:00PM","(701) 879-6276"
"Slope","44","39","03","Marmarth Community Center","911 Main St ","Marmarth","ND","58643"," 9:00AM-7:00PM","(701) 879-6276"
"Slope","44","39","03","Pierce Congregational Church","13001 73rd St SW","Scranton","ND","58653"," 9:00AM-7:00PM","(701) 879-6276"
"Slope","44","39","03","Slope County Courthouse","206 S Main St","Amidon","ND","58620"," 9:00AM-7:00PM","(701) 879-6276"
"Stark","45","36","02","BAC","398 State Avenue North","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","02","Belfield City Hall","208 Main St","Belfield","ND","58622"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","02","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","02","Richardton City Hall","111 North Avenue West","Richardton","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","03","BAC","398 State Avenue North","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","03","Belfield City Hall","208 Main St","Belfield","ND","58622"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","03","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","03","Richardton City Hall","111 North Avenue West","Richardton","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","04","BAC","398 State Avenue North","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","04","Belfield City Hall","208 Main St","Belfield","ND","58622"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","04","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","04","Richardton City Hall","111 North Avenue West","Richardton","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","05","BAC","398 State Avenue North","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","05","Belfield City Hall","208 Main St","Belfield","ND","58622"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","05","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","05","Richardton City Hall","111 North Avenue West","Richardton","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","06","BAC","398 State Avenue North","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","06","Belfield City Hall","208 Main St","Belfield","ND","58622"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","06","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","06","Richardton City Hall","111 North Avenue West","Richardton","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","07","BAC","398 State Avenue North","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","07","Belfield City Hall","208 Main St","Belfield","ND","58622"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","07","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","07","Richardton City Hall","111 North Avenue West","Richardton","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","08","BAC","398 State Avenue North","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","08","Belfield City Hall","208 Main St","Belfield","ND","58622"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","08","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","36","08","Richardton City Hall","111 North Avenue West","Richardton","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","37","01","BAC","398 State Avenue North","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","37","01","Belfield City Hall","208 Main St","Belfield","ND","58622"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","37","01","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Stark","45","37","01","Richardton City Hall","111 North Avenue West","Richardton","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630"
"Steele","46","23","01","Steele County Courthouse","201 Washington Ave W","Finley","ND","58230"," 8:00AM-7:00PM","(701) 524-2110"
"Steele","46","23","02","Steele County Courthouse","201 Washington Ave W","Finley","ND","58230"," 8:00AM-7:00PM","(701) 524-2110"
"Steele","46","23","03","Steele County Courthouse","201 Washington Ave W","Finley","ND","58230"," 8:00AM-7:00PM","(701) 524-2110"
"Steele","46","23","04","Steele County Courthouse","201 Washington Ave W","Finley","ND","58230"," 8:00AM-7:00PM","(701) 524-2110"
"Steele","46","23","05","Steele County Courthouse","201 Washington Ave W","Finley","ND","58230"," 8:00AM-7:00PM","(701) 524-2110"
"Stutsman","47","12","91","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","12","92","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","12","93","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","12","95","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","12","96","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","29","01","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","29","02","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","29","03","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","29","04","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","29","05","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","29","06","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","29","94","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Towner","48","15","01"," Cando Armory","408 5th Ave","Cando","ND","58324"," 8:00AM-7:00PM","(701) 968-4340 Ext. 1    "
"Towner","48","15","02"," Cando Armory","408 5th Ave","Cando","ND","58324"," 8:00AM-7:00PM","(701) 968-4340 Ext. 1    "
"Towner","48","15","03"," Cando Armory","408 5th Ave","Cando","ND","58324"," 8:00AM-7:00PM","(701) 968-4340 Ext. 1    "
"Traill","49","20","01","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458"
"Traill","49","20","02","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458"
"Traill","49","20","03","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458"
"Traill","49","20","04","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458"
"Traill","49","20","05","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458"
"Traill","49","20","06","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458"
"Traill","49","20","07","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458"
"Traill","49","20","08","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458"
"Traill","49","20","09","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458"
"Traill","49","20","10","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458"
"Traill","49","20","11","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458"
"Traill","49","20","12","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458"
"Walsh","50","10","02","Grafton Armory","309 Hill Ave","Grafton","ND","58237"," 8:00AM-7:00PM","(701) 352-2851"
"Walsh","50","19","01","Grafton Armory","309 Hill Ave","Grafton","ND","58237"," 8:00AM-7:00PM","(701) 352-2851"
"Ward","51","03","08","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","08","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","08","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","08","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","08","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","14","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","14","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","14","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","14","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","14","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","15","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","15","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","15","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","15","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","15","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","16","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","16","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","16","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","16","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","16","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","02","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","02","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","02","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","02","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","02","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","06","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","06","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","06","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","06","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","06","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","11","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","11","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","11","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","11","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","11","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","12","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","12","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","12","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","12","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","12","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","13","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","13","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","13","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","13","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","13","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","05","17","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","05","17","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","05","17","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","05","17","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","05","17","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","01","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","01","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","01","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","01","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","01","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","03","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","03","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","03","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","03","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","03","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","04","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","04","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","04","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","04","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","04","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","05","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","05","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","05","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","05","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","05","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","09","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","09","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","09","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","09","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","09","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","18","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","18","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","18","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","18","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","18","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","10","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","10","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","10","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","10","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","10","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","19","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","19","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
